title
떠오르는 '연료전지 발전'…가정용 전기도 '수소 발전'
"대한민국 전기차 정책, 이대로 좋은가?"
[Who Is ?] 정의선 현대자동차그룹 회장
전기·수소 등 환경친화차 구매목표제 국회 통과 임박
전기차 급속충전료 최대 21% 인상… 아이오닉5 월 1만원쯤 올라
"김부겸 총리, 전국 최고 ‘전북 친환경자동차 규제자유특구’ 방문"
"김부겸 국무총리, 전국 최고등급 우수특구인 '전북 친환경자동차 규제자유특구..."
"한국전력공사, 2019년 아파트용 전기 충전소 구축사업 공모"
"한국전력공사, 2019년 아파트용 전기 충전소 구축사업 공모"
"[김학주의 아웃룩] 세계는 친환경 패권 다툼 중… 한국, ‘원자력’과 ‘전기..."
"김학도 중진공 이사장, 창원 전기차 충전기 생산업체 방문"
석 달 동안 日 전기차 리프구매에 국민세금 무려 77억 원 지급
"광양시, 2022년 주요업무 추진계획 보고회 개최"
필리핀 전기자동차 시장은 장미 빛
"P4G 서울선언과 한국 정부 기후위기 대책, 정의로운가"
"[글로벌-Biz 24] 현대자동차 필리핀 법인 HARI, 올해 조립공장 확장할 듯"
[박상욱의 기후 1.5] 전기차 전환? 에너지 전환 없이는 이마저도 '그린워싱'
"주한 인니 대사 “KF-21 전투기 합작, 양국 우정으로 풀어갈 것”"
"(한미정상회담)정부, 한국기업 '세제 인센티브' 지원 미국에 요청"
'전기차 대전' 변수는 배터리값·충전 인프라
"K배터리와 손잡은 美완성차 1, 2위… 中 전기차 견제 나섰다"
"'삼성後者'라도 잘 나간다…삼성전기·SDI, 성장 가속화"
베트남 현지 한국인 '자동차-전기-전자' 전문인력 모집
"경주시, 미래 자동차 산업 중심도시... 도약 계기 마련"
[브리핑] 현대자동차·BMW·지프·볼보·한국지엠
"질 노먼 르노 부회장 ""한국 정부 전기택시 지원 필요"""
"전기차, 수소차…’저공해차’의 불편한 진실"
"미국, 한국 줄 백신 없다는데… 정의용 ""반도체·전기차 협력, 백신확보에 도..."
전기차 보급 위해 보조금 늘리는 미국-독일-일본
중국 전기차 보조금 퇴출 2년... 한국산 배터리 맷집은 키웠다
"“일자리·전기차 배터리, 다 지켰다”…한국보다 기쁜 미국"
"현대차, 수소전기차 고군분투하다 시장 주도할 양 날개 얻어"
"중국, ‘한국산 배터리’ 장착 전기차 보조금 대상서 또 제외"
"[금일 증권업계 주요기사]바이든 ""LG·SK 합의, 美 노동자와 자동차산업의 승..."
"현대차 ""2025년 고성능 친환경차 출시"" 르노그룹 ""한국, 아시아 전기차 허브로..."
"[온기운 칼럼] 반도체 전쟁, 한국 정부의 전략은 뭔가"
<오후여담>전기차와 탈원전의 충돌
베트남 현지 한국인 자동차-전자 분야 전문가 모집
바이든 “LG-SK 합의는 美 노동자·자동차 산업의 승리”
MBN[토요포커스] 김동명 한국노동 위원장 “투쟁만으로 노동자 삶 변화 못 시...
전기차 보조금 11만대인데…16만대 못 팔면 벌금낼 판
"성우하이텍, 전기차 배터리 시스템 생산 기반 구축"
"광양시, 역점사업 215건 등 주요업무 추진계획 보고"
"[전기차 구매시대②] 2021 전기차 구매, 어떤 혜택 누리나"
커지는 전기차 시장…충전소 시장은 2023년 넘어야 수익
"中 전기차 보조금 日産 배터리 포함…韓, 또 탈락"
[오석민의 경제학] 中 희토류 무기화 선언과 전기차의 미래
[열린마당] 전기차 보급 확대 위해선 충전기부터 늘려야
제1회 국제전기자동차 엑스포 제주서 개막(종합)
[데스크리포트] 3월 기업 동향과 전망-자동차 조선 중공업 철강
"렉서스, 전기차 출시 앞두고 충전소부터 구축"
"""한국 지방정부, 기후위기에 적극 대응하고 있다"""
전기차 충전기 신규 주문도 '뚝'
전기차 인프라 구축 속도…충전 불편 줄인다 
"""전기車 지원책 많지만 한국 구매율은 낮아..소비자 취향 만족시켜야"""
"테슬라 CTO ""한국, 전기차 공평한 경쟁의 장 마련해야"""
"테슬라 CTO ""빠른 시간 안에 한국서 전기車 출시"""
전기차 반대하는 노동자에겐 죄가 없다
짓지도 않은 가덕신공항에 있지도 않은 전기비행기는 뭔가?
[전문가 제언] 전기자동차 시대 승자가 되는 조건
"""코나 등 전기차 배터리 전부 교체""…1조원대 비용 누가?"
전기자동차 충전 전국 어디서나 가능
"<자동차 대 자동차> 전기차 대 하이브리드카, 승자는?"
[시도지사 열전] 윤장현① “해외차 공장 유치하려니 '전기차 지원책' 불안해...
"삼양옵틱스, 잽존웨이의 최초 ‘앨리어스’ 전기자동차 공급"
"르노자동차, 전기자동차 리딩 컴퍼니를 향해 달린다"
[북스 클로즈업]전기자동차와 에코경제학
전기차 충전 쉬워진다…신규 아파트단지 충전기 의무 설치비율 확대
"전기자동차 ""전국 어디서나 충전 가능"""
‘반값 전기차’ 앞당기는 배터리 대여 시스템
"[전기차 시대]①대전환이 시작됐다…""ESG에 미래차 속도"""
"김필수 전기차협회장 ""산업 발전-보급 활성화에 중심 역할 할 것"""
"광양시, 미래 먹거리 확보·신규사업 발굴 보고회"
제1회 국제전기자동차 엑스포 제주서 개막(종합)
[데스크리포트] 3월 기업 동향과 전망-자동차 조선 중공업 철강
"렉서스, 전기차 출시 앞두고 충전소부터 구축"
"""한국 지방정부, 기후위기에 적극 대응하고 있다"""
전기차 충전기 신규 주문도 '뚝'
전기차 인프라 구축 속도…충전 불편 줄인다 
"""전기車 지원책 많지만 한국 구매율은 낮아..소비자 취향 만족시켜야"""
"테슬라 CTO ""한국, 전기차 공평한 경쟁의 장 마련해야"""
"""전기車 지원책 많지만 한국 구매율은 낮아..소비자 취향 만족시켜야"""
"테슬라 CTO ""한국, 전기차 공평한 경쟁의 장 마련해야"""
광양 미래 먹거리 신규사업 발굴 총력
"광양시, 2022년 주요업무 추진계획 보고"
"테슬라 CTO ""빠른 시간 안에 한국서 전기車 출시"""
전기차 반대하는 노동자에겐 죄가 없다
짓지도 않은 가덕신공항에 있지도 않은 전기비행기는 뭔가?
[전문가 제언] 전기자동차 시대 승자가 되는 조건
"""코나 등 전기차 배터리 전부 교체""…1조원대 비용 누가?"
전기자동차 충전 전국 어디서나 가능
전기자동차 충전 전국 어디서나 가능
"<자동차 대 자동차> 전기차 대 하이브리드카, 승자는?"
[시도지사 열전] 윤장현① “해외차 공장 유치하려니 '전기차 지원책' 불안해...
"삼양옵틱스, 잽존웨이의 최초 ‘앨리어스’ 전기자동차 공급"
"르노자동차, 전기자동차 리딩 컴퍼니를 향해 달린다"
[북스 클로즈업]전기자동차와 에코경제학
전기차 충전 쉬워진다…신규 아파트단지 충전기 의무 설치비율 확대
"전기자동차 ""전국 어디서나 충전 가능"""
‘반값 전기차’ 앞당기는 배터리 대여 시스템
"[전기차 시대]①대전환이 시작됐다…""ESG에 미래차 속도"""
'스타트업부터 대기업까지'···치열해진 전기차 시장
"""전기차 발전 위해 공평한 경쟁환경 필요"""
[알아봅시다] 직접 생산한 전기 이웃에 팔기
"한국-콜롬비아, 전기車 육성 협력 다짐"
<북레터>전기차·태양광은 과연 친환경적인가… ‘그린뉴딜’ 낙관론에 젖지말...
[기고]쌍용자동차의 비극을 기회로 바꾸려면
"내한한 테슬라 CTO ""전기차와 기존차 공정한 경쟁의 장 마련해야"""
[새해 바뀌는 제도/ 자동차] 개소세 인하 연장...전기차 구매 보조금 내린다
한·중 장관회담서 전기차 배터리보조금 따진다
테슬라 CTO가 말하는 '전기차'...친환경 보다 이것
"양산, 올해 전기차 856대 보급…승용차 최대 1500만 원 지원"
‘IT 공룡’들 미래차 진출 속도… K-자동차도 액셀 밟을까 [이슈 속으로]
[재팬 리포트] 미래車 시장서 밀린 日 자동차산업...정부-업계는 '자중지란'
"[새로 나온 책]충전 중인 대한민국 전기차, '한국판 테슬라 왜 없나?'"
[오석민의 경제학] 전기차 모터의 핵심 '구리' 중요성↑
[車엿보기]성큼 다가온 전기차시대
"""車업계, 차세대 먹거리 전기차 잡아라""…제주 전기차 엑스포 개막"
MBN[토요포커스] 김동명 한국노동 위원장 “투쟁만으로 노동자 삶 변화 못 시...
보조금 정책 무색 '럭셔리 전기차' 잇따라 출격
[신간 '충전 중인 대한민국 전기차'] 전문기자가 밝힌 전기차 산업의 오늘과 ...
"환경공단 ""전국 204기 전기車 충전기 설치"""
"삼양옵틱스, 택시 시장 위해 생산된 최초 전기차 출시"
[2021 뉴노멀] 글로벌 전기차 3대 중 1대 'K배터리'… 올해도 질주
[Who Is ?] 정의선 현대자동차그룹 회장
대표 녹색성장株 전기車 ‘CT&T’ 관리종목 지정 무슨일 있었기에…
[브리핑 광양] 2022년 주요업무 추진계획 보고
[2021경제] 한국판 뉴딜 21조 투입...전기차 23만대로
친환경 보일러부터 전기차까지…올해 주목할 만한 '친환경' 제도는?
"[뉴스픽] 전기차 리스크, 이대로 괜찮나"
새해특집>충전 인프라 확대 등 전기차 생태계 확장 앞장
전기차 결함 신고 4년 새 급증…현대차 ‘코나EV’ 화재 원인 규명도 해 넘겨
새해특집>충전 인프라 확대 등 전기차 생태계 확장 앞장
[신간] 충전 중인 대한민국 전기차
[BOOK체크]전기車 전문기자의 최신 현장 리포트 <충전 중인 대한민국 전기차>
"삼양옵팁스,美전기차 업체와 전기택시 공개에 ↑"
日 '脫석탄' 로드맵…주역은 전기차·풍력·원전
올해 전기차 주도권 경쟁 본격화<대신證>
"부티지지 美 교통장관 지명자 ""미국에 전기차 수백만대 투입해야"""
유가 따라 바뀌는 전기료…“결국 기업에 부담 떠넘겼다”
"광양시, 내년도 역점사업 및 신규사업 등... 2022년 주요업무 추진계획 보고"
"부티지지 美 교통장관 지명자 ""미국에 전기차 수백만대 투입해야"""
유가 따라 바뀌는 전기료…“결국 기업에 부담 떠넘겼다”
"광양시, 내년도 역점사업 및 신규사업 등... 2022년 주요업무 추진계획 보고"
"미국, 화이자 백신 승인 임박..美 정부, 페이스북에 반독점 소송..JP모건 ""테..."
[하이빔]한국산 전기차 막겠다는 미국 대통령
"[오늘의 토막뉴스] 얀센 600만명분·화이자 1천만명분...정부 ""백신계약 완료..."
"[바이드노믹스의 미국, 기후협정 복귀] 재생에너지·K배터리·전기차 ‘큰 장..."
그린뉴딜 1번지 꿈꾸는 전북 전기차 배터리 산업 유치 사활 걸어야
현대차 한화 SK 수소 산업 경쟁력 확보 가속...정부 2050 탄소 중립 실현 추진
"“동유럽 V4 국가, 한국 2차전지·전기차 수출기지로 경협 확대”"
바이든 2천조 ‘그린뉴딜’에 K-배터리·전기차 준비됐나?
"""전기·수소車 고속도로통행료 50%할인 받으세요"""
"(IPO플러스)명신산업, 내달 코스피 상장…""글로벌 자동차부품 기업 도약"""
"車 ""전기차 시장 성장 기대감"" 철강업계 ""美 규제 여전할 것"" [美대선 산업계..."
"현대차 간 文 ""공공기관 전기·수소차로 다 바꾸고, 20조 투자"""
전기차 정기검사 항목에 고전원 배터리 추가 등 검사기준 강화
"양향자 ""한국판 뉴딜, 다음 정부까지 이어질 것"""
"산업부, 미래차 산업 전담 부서 미래자동차산업과 신설...과장은 민간 경력자..."
"""동유럽 V4 국가, 韓 2차전지·전기차 수출기지로 경협 확대”"
[기자수첩] 한국은 전기차 각축장
[전문] 文대통령 “2025년까지 전기·수소차에 20조 이상 투자”
"산업부, 미래차 산업 전담 부서 미래자동차산업과 신설...과장은 민간 경력자..."
"""동유럽 V4 국가, 韓 2차전지·전기차 수출기지로 경협 확대”"
[기자수첩] 한국은 전기차 각축장
[생생경제] 한국 자동차 업계는 니콜라 실체없는 것 알아..회복 어려울 것
[Interview] 호주 희토류 업체 ASM 데이비드 우달 대표 | “내년 충북 오창에...
"한국지엠, 정부 지원 8100억 전액 소진"
"한전 경기본부, 경기광주시와 전기버스 충전인프라 구축 협약"
"포스트 코로나 시대, 전기차 충전도 비대면이 대세 [찌릿찌릿(知it智it) 전기..."
"산업계 ""韓, 반도체 강국 지위 흔들…일관성 있는 정책 지원 필요"""
[생생경제] 한국 자동차 업계는 니콜라 실체없는 것 알아..회복 어려울 것
[Interview] 호주 희토류 업체 ASM 데이비드 우달 대표 | “내년 충북 오창에...
"한국지엠, 정부 지원 8100억 전액 소진"
"한전 경기본부, 경기광주시와 전기버스 충전인프라 구축 협약"
"포스트 코로나 시대, 전기차 충전도 비대면이 대세 [찌릿찌릿(知it智it) 전기..."
"산업계 ""韓, 반도체 강국 지위 흔들…일관성 있는 정책 지원 필요"""
"중국, 한국 배터리 차별 끝내나…LG,SK 배터리에 첫 보조금"
전기자동차 광폭 행보 정의선…문대통령에 ‘그린뉴딜’ 보고한다
"독일, 자동차산업 친환경∙디지털 전환 동향"
"정의선의 현대차, 2년만에 미래 향한 성과…내년 '완전한 전기차' 쏟아낸다"
"정의선의 현대차, 2년만에 미래 향한 성과…내년 '완전한 전기차' 쏟아낸다"
"국제전기차엑스포, EV매거진 9월호서 지자체간 특화 전략 등 분석"
김대환 국제전기차엑스포 조직위원장 “전기차 분야의 ‘다보스포럼’으로 자...
정의선 부회장 광폭 행보에 정부도 기대감…전기차보급·한국판뉴딜 탄력
"정부, 인체치수 다시 잰다…한국인 체형 맞는 제품생산 지원"
'탄소없는섬 제주' 실현 산학현장 벤치마킹 워크숍 열려
"보조금 또 탈락… 중국, 3년째 한국産 배터리 패싱"
"‘구조조정’ 세계 자동차 업계, 전기차 투자는 계속"
한국판 뉴딜 소식에 전기차 타이어도 '주목'
中 사드에 日 경제보복…'4류 정치' 덫에 기업만 '만신창이' 됐다
中 사드에 日 경제보복…'4류 정치' 덫에 기업만 '만신창이' 됐다
"[한국판 뉴딜] 전기차부터 비행체까지…정의선의 현대차그룹, 국가발전 핵심으..."
[中사드 저주 3년③][단독]`보조금 또 탈락`…韓 배터리 패싱
"한국전력, 친환경차 활성화 위해 전기버스 충전서비스 전국 확대"
"테슬라 전기차 공장, 일본보다 한국에 올 수 밖에 없는 이유[최원석의 디코드..."
"한국판 뉴딜, 자동차 업계는 어떤 변화 맞을까"
"정의선, '한국판 뉴딜' 맞춰 전기·수소차 리딩 굳힌다"
"한국전력, 전기버스 충전기 전국 확대"
"쌍용 첫 전기차 ‘E100’, 부활의 ‘전기충격기’ 될까"
"중국산 전기 SUV 올해 국내 시판. 상하이MG, MG마크 달고 판매 준비 중"
올 마지막 中 보조금 명단에도 韓 배터리 제외
"""대세는 전기차... 나도 ‘차화전’ 삼총사 주식 살 걸"""
미래차 육성에 미·중 정부 나섰는데…한국은 여전히 규제 장벽
"한전, 전기버스 충전서비스 전국 확대"
"환경부, '그린뉴딜 혁신 박차' 노후경유차 없애고 전기차·수소차 확대"
"한전, 전기버스 충전 인프라 전국 확대…2025년까지 534기 구축"
"정상회담 앞뒀지만…中, 한국산 '車배터리' 또 보조금 제외"
"강원도, 2025년까지 전기차 3만여대 보급 목표"
[이원호 박사의 알기 쉬운 경제] 이제 미래차에 대한 투자와 연구개발에 집중...
코로나시대 ESG투자 극대화…'임팩트 투자'가 대세
"한전, 전기버스 충전 서비스 전국 확대"
[이원호 박사의 알기 쉬운 경제] 이제 미래차에 대한 투자와 연구개발에 집중...
"한전, 전기버스 충전 인프라 ‘전국 확대’"
코로나시대 ESG투자 극대화…'임팩트 투자'가 대세
‘한국판 뉴딜’ 전기차 한배 탄 현대차·LG…정의선·구광모 단독 회동
"홍종학 청문회, 내달 10일 개최…3野 반대에 가시밭길 예고(종합)"
"아우디, 순수전기SUV 'E-트론' 출시… ""벤츠·재규어, 한판 붙자"""
"사드 해빙 아직?...중국, 이번에도 LG화학·삼성SDI 보조금 제외"
"테슬라 잡을 '독일산 전기차', 아우디 e-트론 타보니 [배성재의 Fact-tory]"
코로나19가 불러온 자동차 산업 위기..각국의 대응책은?
"한전, 전기버스 충전 인프라 전국에 확대…2025년까지 534기 구축"
‘한국판 뉴딜’ 전기차 한배 탄 현대차·LG…정의선·구광모 단독 회동
"홍종학 청문회, 내달 10일 개최…3野 반대에 가시밭길 예고(종합)"
"아우디, 순수전기SUV 'E-트론' 출시… ""벤츠·재규어, 한판 붙자"""
"사드 해빙 아직?...중국, 이번에도 LG화학·삼성SDI 보조금 제외"
"테슬라 잡을 '독일산 전기차', 아우디 e-트론 타보니 [배성재의 Fact-tory]"
코로나19가 불러온 자동차 산업 위기..각국의 대응책은?
[한중해빙]보조금 목록에 韓배터리 포함될까…기대감 '솔솔'
"[단독]홍종학 ""현대차 무너지는 것 시간문제"" 저주 섞인 악담"
"韓 반도체산업 생태계, 반도체강국 경쟁력 유지 위한 일관된 정책지원 필요"
[커버스토리 ] “두 번 실수는 없다”
초강대국 미·중 ‘몽니’…새우등 터지는 한국 경제
美·中 신산업 '폭풍지원'하는데···韓 정부규제 방글라·에티오피아 수준
[투코 ZOOM] 테슬라 폭풍성장이 불러온 보조금 논란···정부는 '신중'
"""신성장동력 '전기차 배터리'에 쏠리는 시선"" 현대차 '4대 동맹' 완성…팀코리..."
"중국 정부, SK이노베이션 배터리 쓰는 전기차에도 보조금 지급"
"친환경 전기차, 글로벌 시장은 판매 하락 ‘불가피’..그럼 한국은?"
"문재인 정부 '한국판 뉴딜정책' 전북도, 대응계획 제시"
"""테슬라, 이른 시일 내 한국 시장 진출할 것"""
“자율주행 15년내 보편화… 빠른 시일내 한국 진출”
中 소비株 급락…中 제재에 화장품 등 털썩
"정의선·구광모 첫 회동, 전기차 배터리 의기투합"
[시황]새해 첫날 증시 보합 마감…'1월 효과' 없어
현대차 정의선·LG그룹 구광모 첫 회동…미래 전기차 배터리 협력 논의
"정의선-이재용-구광모-최태원, 전기차 배터리 '팀 코리아' 만드나"
"정의선, 이재용 이어 구광모도 만난다… '전기차 동맹' 가속화"
"세미나허브, '2020년 미래차-자율주행차·전기차·수소차 기술 및 전략 세미나..."
"한국 그린카 기술, 日의 80∼85% 수준"
"세미나허브, '2020년 미래차-자율주행차·전기차·수소차 기술 및 전략 세미나..."
"정의선, 이재용 이어 구광모 만났다…전기차 배터리 '합종연횡'"
"한국 그린카 기술, 日의 80∼85% 수준"
"세미나허브, '2020년 미래차-자율주행차·전기차·수소차 기술 및 전략 세미나..."
"세미나허브, 2020년 미래차 (자율주행차,전기차,수소차) 기술 및 전략 세미나..."
"정의선, 이재용 이어 구광모 만났다…전기차 배터리 '합종연횡'"
마힌드라 발 빼는 쌍용차 어디로-정부 ‘시큰둥’…쌍용차 中에 팔리나
韓·베트남 '무관세 동맹'…FTA협상 개시 6일 선언
‘2020년 미래차-자율주행차·전기차·수소차 기술 및 전략 세미나’ 개최
"르노삼성 10년, ‘조금 더’ 의 차이가 만든 거침 없는 질주"
[비즈토크] 르노삼성차 프랑수아 프로보 사장
"""난 여전히 잘 나가""… 유가하락 비웃는 전기차"
세제 혜택·구매 보조금… 2020년까지 충전기 220만대 설치
"“재고 쌓일 틈이 없어요”…현대차, 베이징서 ‘쾌속질주’"
“내년 1월 뉴SM5 출시는 르노삼성차의 독립선언”
"이재용과 정의선의 만남, 전기차 ‘빅딜’ 초읽기"
[Car & Travel]“미쓰비시 타 보시면 오호! 하실걸요”
[월스트리트 따라잡기]Coming out Party
LG화학 `전기차 배터리 1위` 비결은 2대에 걸친 `뚝심`…中 시장 개척이 관건
"이재용·정의선, 전기車 배터리 동맹"
"삼성SDI 찾는 정의선, 이재용 만나 '전기차 배터리' 맞손"
"이재용과 정의선, 손 잡았다…'전기차 협력' 첫 논의(종합)"
"이재용-정의선, ‘전기차 배터리’ 논의...삼성SDI 천안사업장서 회동"
"이재용과 정의선, 손 잡았다…'전기차 협력' 첫 논의(종합)"
"삼성 이재용·현대 정의선 '깜짝회동', 전기차 협력 논의"
이재용-정의선 첫 단독회동…전기차 배터리 협력 시동거나
재계1·2위 ‘꿈의 배터리’ 협업 … 전기차 ‘글로벌 톱’ 노린다
'대세는 전기차'....코로나19와 저유가에도 '꿋꿋'
"이재용-정의선, 첫 단독회동...'차세대 전기차 배터리' 개발 맞손"
"SK이노베이션 배터리 탑재 전기차, 중국 보조금 받는다"
제7회 국제전기자동차엑스포 대주제 확정
위기 마다 ‘봉’이던 한전…탈원전에 '실탄' 떨어져 전기료 납부 유예만 결정
